"Número de artículo","Descripción del artículo","Grupo de artículos","Unidad de medida de inventario"
"ACC/TI-0010","MOUSE  OP","INSUMOS DE TI OP",""
"ACC/TI-0011","MOUSE  VTAS","INSUMOS DE TI VTAS",""
"ACC/TI-0012","MALETIN  OP","MTTO EQUIPO COMPU OP",""
"ACC/TI-0013","MALETIN AD","INSUMOS DE TI AD",""
"ACC/TI-0014","MALETIN  VTAS","INSUMOS DE TI VTAS",""
"ACC/TI-0015","BASE ORGONOMICA AD","INSUMOS DE TI AD",""
"ACC/TI-0016","BASE ERGONOMICA OP","INSUMOS DE TI OP",""
"ACC/TI-0017","BASE ERGONOMICA VTAS","INSUMOS DE TI VTAS",""
"ACC/TI-0018","GUAYA DE SEGURIDAD AD","INSUMOS DE TI AD",""
"ACC/TI-0019","GUAYA DE SEGURIDAD  OP","INSUMOS DE TI OP",""
"ACC/TI-0020","GUAYA DE SEGURIDAD VTAS","INSUMOS DE TI VTAS",""
"ACC/TI-0021","CELULAR AD","INSUMOS DE TI AD",""
"ACC/TI-0022","CELULAR OP","INSUMOS DE TI OP",""
"ACC/TI-0023","CELULAR VTAS","INSUMOS DE TI VTAS",""
"ACC/TI-0024","BATERIA SECA LIBRE DE MANTENIMIENTODE 12V 55A OP","INSUMOS DE TI OP",""
"ACC/VALVULINA-MTTO","ACEITE VALVULINA THUBAN SAE 250 MTTO","VALVULINA MTTO",""
"ACC/VEH-0001","CHIP PARA  CONTROL DE COMBUSTIBLE","INSUMOS DE WT",""
"ACC/VEH-0002","RADIO (SONIDO PARA VEHÍCULO)","INSUMOS MTTO VEHI",""
"ACC/WL -214","Pressure Housing, FCF 1 3/8"" PN 201-00073","INSUMOS CT",""
"ACC/WL-0001","CAUCHO PARA STUFFING BOX CABLE 0.125","INSUMOS CT",""
"ACC/WL-0002","CUENTA PIES","INSUMOS CT",""
"ACC/WL-0003","HOROMETRO","INSUMOS CT",""
"ACC/WL-0004","LAGRIMA ROPE SOKET CON CAMISA","INSUMOS CT",""
"ACC/WL-0005","MARCADOR DE IMPACTO 5MM ALFABETICO","INSUMOS CT",""
"ACC/WL-0006","MECANISMO SPOOLER UNIDAD DE REGISTRO","INSUMOS CT",""
"ACC/WL-0007","HODOMETRO","INSUMOS CT",""
"ACC/WL-0008","ESFERA 1 11/16""","INSUMOS CT",""
"ACC/WL-0009","VEE PACKING 2.25"" BAKER-OTIS","INSUMOS CT",""
"ACC/WL-0010","ORING 340 PARA LUBRICADOR","INSUMOS CT",""
"ACC/WL-0011","PACKING PRONG 2 3/8","INSUMOS CT",""
"ACC/WL-0012","VEE PACKING 2.75"" BAKER-OTIS","INSUMOS CT",""
"ACC/WL-0013","BALINERA REF 6005-2 NSK","INSUMOS CT",""
"ACC/WL-0014","VARILLA BRONCE 3/16""""""","INSUMOS CT",""
"ACC/WL-0015","VARILLA HIERRO 3/16""""""","INSUMOS CT",""
"ACC/WL-0016","VARILLA ALUMINIO 3/16""","INSUMOS CT",""
"ACC/WL-0017","VARILLA ACERO PLATA 3/16""""""","INSUMOS CT",""
"ACC/WL-0018","VARILLA BRONCE 5/8""","INSUMOS CT",""
"ACC/WL-0019","VARILLA HIERRO 1/8""""""","INSUMOS CT",""
"ACC/WL-0020","VARILLA ACERO PLATA 1/8""","INSUMOS CT",""
"ACC/WL-0021","VARILLA BRONCE 5/16""""""","INSUMOS CT",""
"ACC/WL-0022","VARILLA HIERRO 5/16""","INSUMOS CT",""
"ACC/WL-0023","VARILLA ACERO PLATA  3/32""","INSUMOS CT",""
"ACC/WL-0024","VARILLA ACERO PLATA 5/16""","INSUMOS CT",""
"ACC/WL-0025","VARILLA BRONCE 3/4""","INSUMOS CT",""
"ACC/WL-0026","VARILLA HIERRO 1/4""""""","INSUMOS CT",""
"ACC/WL-0027","VARILLA ALUMINIO 1/4""","INSUMOS CT",""
"ACC/WL-0028","VARILLA ACERO PLATA 1/4""""""","INSUMOS CT",""
"ACC/WL-0029","VARILLA BRONCE 1/4""""""","INSUMOS CT",""
"ACC/WL-0030","VARILLA HIERRO 3/32""","INSUMOS CT",""
"ACC/WL-0031","MOLDE PARA CAUCHOS STUFFING BOX","INSUMOS DE ADQ",""
"ACC/WL-0032","CARRETE PARA CABLE","INSUMOS CT",""
"ACC/WL-0033","VARILLA ALUMINIO 1/8""","INSUMOS CT",""
"ACC/WL-0034","VARILLA ALUMINIO 3/4""","INSUMOS CT",""
"ACC/WL-0035","VARILLA ALUMINIO 5/8""","INSUMOS CT",""
"ACC/WL-0036","VARILLA BRONCE 1/8""""""","INSUMOS CT",""
"ACC/WL-0037","VIDRIO ACRILICO DE 71 X 39 ESPESOR 5 MM","INSUMOS DE  MTTO MQ",""
"ACC/WL-0038","ORING 141","INSUMOS CT",""
"ACC/WL-0039","ORING 135","INSUMOS CT",""
"ACC/WL-0040","ORING 225","INSUMOS CT",""
"ACC/WL-0041","ORING 133","INSUMOS CT",""
"ACC/WL-0042","ORING 128","INSUMOS CT",""
"ACC/WL-0043","ORING 222","INSUMOS CT",""
"ACC/WL-0044","ORING 134","INSUMOS CT",""
"ACC/WL-0045","ORING 127","INSUMOS CT",""
"ACC/WL-0046","ORING 124","INSUMOS CT",""
"ACC/WL-0047","ORING 220","INSUMOS CT",""
"ACC/WL-0048","ORING 218","INSUMOS CT",""
"ACC/WL-0049","ORING 122","INSUMOS CT",""
"ACC/WL-0050","GUAYA PARA ODOMETRO SLICK LINE","INSUMOS DE  MTTO MQ",""
"ACC/WL-0051","PM680MC0027   (0.221”-0.223”)  FLOW TUBE  CABLE 7/32""","INSUMOS DE ADQ",""
"ACC/WL-0052","POLEA VIAJERA 16""","INSUMOS CT",""
"ACC/WL-0053","VEE PACKING 2.31"" BAKER-OTIS","INSUMOS CT",""
"ACC/WL-0054","VEE PACKING 2.81"" BAKER-OTIS","INSUMOS CT",""
"ACC/WL-0055","VEE PACKING 1.50""   ( 91V34700 )","INSUMOS CT",""
"ACC/WL-0056","VEE PACKING 1.25""   ( 91V34500 )","INSUMOS CT",""
"ACC/WL-0057","VEE PACKING 1.87"" BAKER","INSUMOS CT",""
"ACC/WL-0058","VEE PACKING 1.81"" BAKER","INSUMOS CT",""
"ACC/WL-0059","ESLINGA EN CADENA ESLABONADA GRADO 8 DE 5/8","INSUMOS CT",""
"ACC/WL-0060","GRILLETE G-2130 DE 1- 1/8"" (9-1/2 TON)  CROSBY CON TORNILLO PASANTE, PIN DE SEGURIDAD CON CERTIFICAD","INSUMOS CT",""
"ACC/WL-0061","GRILLETE DE 1 1/2""","INSUMOS CT",""
"ACC/WL-0062","POLEA DESVIANTE","INSUMOS CT",""
"ACC/WL-0063","POLEA DE 16"" CON GUARDA PARA CABLE 7/32","INSUMOS CT",""
"ACC/WL-0064","RAM CIEGO PARA BOP 2 7/8""","INSUMOS CT",""
"ACC/WL-0065","PRISIONEROS PARA RAN BOP 2 7/8""","INSUMOS CT",""
"ACC/WL-0066","BALINERA PARA COUNTER WHELL","INSUMOS CT",""
"ACC/WL-0067","BALINERA PARA PRESSURE WHELL","INSUMOS CT",""
"ACC/WL-0068","SILLA STANDING 2 3/8""","INSUMOS CT",""
"ACC/WL-0069","SILLA STANDING 2 7/8""","INSUMOS CT",""
"ACC/WL-0070","SILLA STANDING 3 1/2""","INSUMOS CT",""
"ACC/WL-0071","ESFERA 1 1/2""","INSUMOS CT",""
"ACC/WL-0072","ESFERA 1 1/8""","INSUMOS CT",""
"ACC/WL-0073","JUEGO DE BRONCES PARA STUFFING BOX","INSUMOS CT",""
"ACC/WL-0074","GRILLETE 5/8","INSUMOS CT",""
"ACC/WL-0075","CABLE 7/32"" WL","INSUMOS CT",""
"ACC/WL-0076","CABLE LISO 0.108""SL (NUEVO CODIGO ACC/SL-0229)","INSUMOS CT",""
"ACC/WL-0077","KIT DE ORING PARA MARTILLO HIDRAULICO 1.50","INSUMOS CT",""
"ACC/WL-0078","KIT DE ORING PARA MARTILLO HIDRAULICO DE 1.75","INSUMOS CT",""
"ACC/WL-0079","BALINERA 6201","INSUMOS CT",""
"ACC/WL-0080","CABLE 3/16"" BRIDE LINE","INSUMOS CT",""
"ACC/WL-0081","CABLE DYCAM 3/16""","INSUMOS CT",""
"ACC/WL-0082","BALINERA  ref KBC80050 PARA STUFFING BOX","INSUMOS CT",""
"ACC/WL-0083","RAM DE 3/16""","INSUMOS CT",""
"ACC/WL-0084","COUNTER WHELL DE 0.125DE 7""","INSUMOS CT",""
"ACC/WL-0085","POLEA RIGGING SHEAVE PARA CABLE 3/16"" DE 14""","INSUMOS CT",""
"ACC/WL-0086","REDRESS KIT FOR 3 PACKS","INSUMOS CT",""
"ACC/WL-0087","PACKOFF","INSUMOS CT",""
"ACC/WL-0088","ANILLO DE BRONCE","INSUMOS CT",""
"ACC/WL-0089","IGUALIZADORES","INSUMOS CT",""
"ACC/WL-0090","GOMA","INSUMOS CT",""
"ACC/WL-0091","TUBEN STOP A","INSUMOS CT",""
"ACC/WL-0092","COLLAR STOP","INSUMOS CT",""
"ACC/WL-0093","MUELLE EN FLEJE DE ACERO","INSUMOS CT",""
"ACC/WL-0094","COUNTHER WELL 8""","INSUMOS CT",""
"ACC/WL-0095","TOP NO-GO 2.25""","INSUMOS CT",""
"ACC/WL-0096","TOP NO-GO 2.31""","INSUMOS CT",""
"ACC/WL-0097","TOP NO-GO 2.75""","INSUMOS CT",""
"ACC/WL-0098","TOP NO-GO 2.81""","INSUMOS CT",""
"ACC/WL-0099","VEE PACKING 3.81"" BAKER-OTIS","INSUMOS CT",""
"ACC/WL-0100","PRESSURE WHEELS PARA CABLE .125""","INSUMOS DE SL",""
"ACC/WL-0101","CAUCHO PARA STUFFING BOX. CABLE 7/32""  PM679RA0042-0219","INSUMOS DE ADQ",""
"ACC/WL-0102","CAUCHO PARA STUFFING BOX. CABLE 5/16""  PM679RA0042-0313","INSUMOS DE ADQ",""
"ACC/WL-0103","MUELLE PARA BRAZO DE KICKOVER OM-1","INSUMOS CT",""
"ACC/WL-0104","MUELLE PARA GATILLO DE KICKOVER OM-1","INSUMOS CT",""
"ACC/WL-0105","MANGUERA DE 1/4"" X 15 M PARA 5800 PSI","INSUMOS CT",""
"ACC/WL-0106","MANGUERA DE 1/4"" X 22 M PARA 5800 PSI","INSUMOS CT",""
"ACC/WL-0107","VALVULA DE AGUJA 10K 1/2"" NPT SS","INSUMOS CT",""
"ACC/WL-0108","VEE PACKING 1.81"" OTIS","INSUMOS CT",""
"ACC/WL-0109","VEE PACKING 1.87"" OTIS","INSUMOS CT",""
"ACC/WL-0110","MANILA DE LAZO PLASTICA DE 1/2""","INSUMOS CT",""
"ACC/WL-0111","CABUYA PLASTICA X ROLLO DE 500 M","INSUMOS CT",""
"ACC/WL-0112","FILTRO/REGULADOR/LUBRICADOR MANUAL 1/2"" NPT","INSUMOS CT",""
"ACC/WL-0113","TAPA ROSCADA EN ALUMINIO PARA LUBRICADOR","INSUMOS CT",""
"ACC/WL-0114","GRC INTEGRA LEVEL 1 BOARD REPLACEMENT","INSUMOS CT",""
"ACC/WL-0115","LLAVE PARMELEE HAND GRIP PARA 1 3/8""","INSUMOS CT",""
"ACC/WL-0116","LLAVE PARA TUBO DE 14""","INSUMOS CT",""
"ACC/WL-0117","TAPON MACHO INOXIDABLE 1/2 X 3000 LBS","INSUMOS CT",""
"ACC/WL-0118","RADIACWASH","INSUMOS CT",""
"ACC/WL-0119","MACHUELO","INSUMOS CT",""
"ACC/WL-0120","VEE PACKING  0.95""","INSUMOS CT",""
"ACC/WL-0121","PINZA PARA PINES INTERIOR Y EXTERIOR CON 6 PUNTAS INTERCAMBIABLES","INSUMOS MTTO",""
"ACC/WL-0122","CHEQUE DE PIE 9""","INSUMOS CT",""
"ACC/WL-0123","Lee Head Catcher 3"" Pawl Retainer   PM681MC0011","INSUMOS CT",""
"ACC/WL-0124","Lee Head Catcher Pawl   PM681MC0007","INSUMOS CT",""
"ACC/WL-0125","Lee Head Catcher Pawl Torsion Spring   PM681NG0026","INSUMOS CT",""
"ACC/WL-0126","Lee 3/16"" x 1"" SS Dowel Pin   PM940SD0015","INSUMOS CT",""
"ACC/WL-0127","AM681RK0001 LEE SEAL KIT HEAD CATCHER 5K 3"" TYPE B","INSUMOS CT",""
"ACC/WL-0128","Tapón macho para lubricador de 4 13/16” acero 4340 con orificio interior de ½” NPT","INSUMOS CT",""
"ACC/WL-0129","Tapón hembra para lubricador de 4 13/16” acero 4340 con orificio interior de ½” NPT","INSUMOS CT",""
"ACC/WL-0130","Tapa roscada lubricador de 4 13/16” acero 4340 con orificio interior de ½” NPT","INSUMOS CT",""
"ACC/WL-0131","Llave para desfogue Compact Setting Tool","INSUMOS CT",""
"ACC/WL-0132","TROLEY PARA LUBRICADORES CAÑONEO","INSUMOS CT",""
"ACC/WL-0133","LLAVE PARMELEE HAND GRIP PARA 1 11/16""","INSUMOS CT",""
"ACC/WL-0134","G2-17-CONV     17"" G2 CONVERSION KIT","INSUMOS CT",""
"ACC/WL-0135","86-081 Llaves mixtas de 7mm a 24mm juego de 14Pzs Stanley 627470","INSUMOS CT",""
"ACC/WL-0136","86-084 Llaves mixta de 3/8"" - 1"" juego de 11Pzs Stanley 627350","INSUMOS CT",""
"ACC/WL-0137","T0102L3 / 10-R Alicate hombresolo de 10"" recto Vise grip 144188","INSUMOS CT",""
"ACC/WL-0138","84-002 Alicate electricista 8"" aislado 1000V MAXSTEEL norma Stanley 147200","INSUMOS CT",""
"ACC/WL-0139","84-009 Cortafrio lateral de 6.1/2"" aislado para 1000V Stanley 364230","INSUMOS CT",""
"ACC/WL-0140","84-006 Pinza punta recta 6.1/2"" aislada 1000V MAXSTEEL norma Stanley 749707","INSUMOS CT",""
"ACC/WL-0141","84-007 Pinza punta recta 8.1/4"" aislada 1000V 84-007 norma Stanley 749715","INSUMOS CT",""
"ACC/WL-0142","15-555B Marco para segueta abatible Stanley 672286","INSUMOS CT",""
"ACC/WL-0143","69-170 Destornilladores juego de 6Pzs mixto pro Stanley 431200","INSUMOS CT",""
"ACC/WL-0144","M-1082 Tijera multiuso de seguridad de 6"" Tamsco 933124","INSUMOS CT",""
"ACC/WL-0145","10-143 Cuchillo bisturi plastico ancho 18mm Stanley 383660","INSUMOS CT",""
"ACC/WL-0146","25907-105 Tijera para costura de 5"" bordar Tramontina 933458","INSUMOS CT",""
"ACC/WL-0147","87-433 Llave expansion de 10"" cromada Stanley 611345","INSUMOS CT",""
"ACC/WL-0148","87-435 Llave expansion de 15"" cromada Stanley 611510","INSUMOS CT",""
"ACC/WL-0149","83-508 Prensa en C de 8"" Stanley 786281","INSUMOS CT",""
"ACC/WL-0150","306388 Martillo de bola 2Lb mango fibra vidrio Mp tools 675065","INSUMOS CT",""
"ACC/WL-0151","KN-4011L Linterna recargable para casa 110V/4V 5+6 LED Discover 579248","INSUMOS CT",""
"ACC/WL-0152","69-256 Llaves bristol tipo bola larga de 1.5mm a 10mm juego 9Pzs Stanley 585187","INSUMOS CT",""
"ACC/WL-0153","69-257 Llaves bristol tipo bola larga de 1/16"" a 3/8"" juego 12Pzs Stanley 585160","INSUMOS CT",""
"ACC/WL-0154","HG1100 Pistola aire caliente T. max 650 ° 115V 12.5Amp 1600W 1.3Lb Makita 757040","INSUMOS CT",""
"ACC/WL-0155","30-615 Flexometro de 5Mt Global cinta de 3/4"" Stanley 485237","INSUMOS CT",""
"ACC/WL-0156","DL 2219 100FT Extension electrica 30Mt cal.16x3 - norma UL y RETIE Discover 476026","INSUMOS CT",""
"ACC/WL-0157","4210 Butaco plastico beige de 46cm Rimax 242815","INSUMOS CT",""
"ACC/WL-0158","FL00310 Limas diamantadas juego de 10Pzs Top craft 576615","INSUMOS CT",""
"ACC/WL-0159","75247 Grata tipo cepillo acero cobre cerda 3Pzs Star 526001","INSUMOS CT",""
"ACC/WL-0160","14-563 Tijera recta para lamina de 10"" tipo aviacion Stanley 933083","INSUMOS CT",""
"ACC/WL-0161","S-262 / 99720 Zunchadora para acero inoxidable Ybico 975023","INSUMOS CT",""
"ACC/WL-0162","710102 Zuncho acero inoxidable de 1/2"" rollo 30.48m Band-it 981004","INSUMOS CT",""
"ACC/WL-0163","710202 Grapa para zuncho de 1/2"" inox caja 100Pzs Band-it 523860","INSUMOS CT",""
"ACC/WL-0164","YDT301 / 807042 Doblatubo manual de 1/4"" a 3/8"" US Tools 435012","INSUMOS CT",""
"ACC/WL-0165","TM-135 (MY-62) Multimetro digital 10 funciones 27rangos Techman 440086","INSUMOS CT",""
"ACC/WL-0166","150 Cortatubo de 1/8"" a 1.1/8"" para cobre y aluminio Ridgid 367034","INSUMOS CT",""
"ACC/WL-0167","84-213 Pelacable 5"" Stanley 735010","INSUMOS CT",""
"ACC/WL-0168","99140 Ponchadora para terminal conector aislado 10 Awg a 22 Awg First forever 770099","INSUMOS CT",""
"ACC/WL-0169","TB-124 Caja metalica herramientas. Largo 480mm ancho 180mm alto 210mm. Avi 258928","INSUMOS CT",""
"ACC/WL-0170","WTI RS-1029 NILOS GREASE RING - 14""/17”","INSUMOS CT",""
"ACC/WL-0171","WTI RS-14/17-1067S O-RING SEAT – 14”/17”""","INSUMOS CT",""
"ACC/WL-0172","WTI RS-1084 BEARING CONE - 14""/17”","INSUMOS CT",""
"ACC/WL-0173","WTI RS-1083 BEARING CUP - 14""/17”","INSUMOS CT",""
"ACC/WL-0174","TUBO SWAGELOK 1/4"" X 6 MTS","INSUMOS CT",""
"ACC/WL-0175","CONVERTIDOR DE VOLTAJE 220 - 110V","INSUMOS CT",""
"ACC/WL-0176","CINTA SILVER (DUCT TAPE)","INSUMOS CT",""
"ACC/WL-0177","SOLUCION LIMPIADORA DE LENTES DE SEGURIDAD","INSUMOS CT",""
"ACC/WL-0178","CARPA TIPO TIENDA DESARMABLE","INSUMOS DE CT",""
"ACC/WL-0179","ACETONA","INSUMOS CT",""
"ACC/WL-0180","ABRAZADERA PLASTICA TIRE - UP","INSUMOS CT",""
"ACC/WL-0181","MESA PLASTICA RIMAX","INSUMOS CT",""
"ACC/WL-0182","CAÑ.GUN S45-0503-A21A  SHIP ASSY 4-1/2INX21FT 5SF 60D","INSUMOS CT",""
"ACC/WL-0183","CAÑ.GUN SHIP ASSY 4-1/2INX15FT 5SF 60D","INSUMOS CT",""
"ACC/WL-0184","CAÑ.GUN S45-0503-A11A   SHIP ASSY 4-1/2INX11FT 5SF 60D","INSUMOS CT",""
"ACC/WL-0185","CAÑ.GUN S45-0503-A07A  SHIP ASSY 4-1/2INX7FT 5SF 60D","INSUMOS CT",""
"ACC/WL-0186","CAÑ.GUN S45-0503-A04A  SHIP ASSY 4-1/2INX4FT 5SF 60D","INSUMOS CT",""
"ACC/WL-0187","CAÑ.EXP SDP-4500-411NT3  PERF  4-1/2"" NT3 S.D.P. HMX - SUPER-HERO","INSUMOS DE ADQ",""
"ACC/WL-0188","DETCORD 80 RDX NYL XHV LS 1.4S ""AIRPACK 500/CS""","INSUMOS CT",""
"ACC/WL-0189","OOO-N569-230  O-RING NITRILE-90 DURO PC-#230","INSUMOS CT",""
"ACC/WL-0190","CAÑ.TCP OOO - N569-342   O-RING NITRILE-90 DURO PC-#342","INSUMOS CT",""
"ACC/WL-0191","DET-0000-036 OWEN SUPER CUTTERS","INSUMOS DE CÑO",""
"ACC/WL-0192","DET-0100-053 OWEN SUPER CRIMPER","INSUMOS DE CÑO",""
"ACC/WL-0193","DETONATOR SAFETY SHIELD","INSUMOS CT",""
"ACC/WL-0194","MULTIMETER, BLASTING","INSUMOS CT",""
"ACC/WL-0195","GUAYA DE ODOMETRO WELL LOGGING","INSUMOS DE ADQ",""
"ACC/WL-0196","PUNZON PUNCHER MODELO A DE 3 1/2","INSUMOS CT",""
"ACC/WL-0197","BENCHMARK-AM5KF103-LOAD CELL","INSUMOS CT",""
"ACC/WL-0198","BENCHMARK-AMS4P270- CONNECTOR-KPSE02E12-8P RECEPTACLE","INSUMOS CT",""
"ACC/WL-0199","BENCHMARK-AMS4P170-CONN KPSE02E12-10P RECEPTACLE","INSUMOS CT",""
"ACC/WL-0200","BENCHMARK-AMS4P181-CONN KPSE06J12-10P STR PLUG","INSUMOS CT",""
"ACC/WL-0201","BENCHMARK-ALS8A013-30-CABLE ASSY TENS LV IN TO PNL","INSUMOS CT",""
"ACC/WL-0202","776/4i WIRELINE LUBE AND SEALANT","INSUMOS CT",""
"ACC/WL-0203","ORING 368 PARA EQUIPO DE PRESION 7""","INSUMOS CT",""
"ACC/WL-0204","CENTRALISER WELL LOGGING","INSUMOS CT",""
"ACC/WL-0205","CRIMP TOOL P/N 11067","INSUMOS CT",""
"ACC/WL-0206","BENCHMARK CABLE ASSY INTERCOM 3 PIN 150' ALS3A012-150","INSUMOS CT",""
"ACC/WL-0207","BENCHMARK CABLE ASSY I-COM TO BLKHD ALS3A014-25","INSUMOS CT",""
"ACC/WL-0208","BENCHMARK CABLE ASSY I-COM TO HOIST SPKR ALS3A012-20","INSUMOS CT",""
"ACC/WL-0209","BENCHMARK CABLE ASSY ADVANTECH VIDEO AMS4A373","INSUMOS CT",""
"ACC/WL-0211","TAPA LUER PARA JERINGA","INSUMOS CT",""
"ACC/WL-0212","Standoff Asbly , Finned clamp on asbly (LO REEMPLAZA CODIGO ACC/WL-0372)","INSUMOS CT",""
"ACC/WL-0213","O'Ring Build List, FCF-J   P/N  132-94009","INSUMOS CT",""
"ACC/WL-0214","Pressure Housing, FCF 1 3/8""  P N201-00073","INSUMOS CT",""
"ACC/WL-0215","Transducer Housing  PN 132-00005","INSUMOS CT",""
"ACC/WL-0216","Cup Insulator, P I Head PN 202-00003","INSUMOS CT",""
"ACC/WL-0217","Pin, Banana, 4mm, Male, M3x6mm Pin,","INSUMOS CT",""
"ACC/WL-0218","PIN, BANANA, 2MM, MALE, M2.5X6MM   PN 202-00016","INSUMOS CT",""
"ACC/WL-0219","Insulator, Lower Head, Inner (ART Type) PN 202-00026","INSUMOS CT",""
"ACC/WL-022","","*",""
"ACC/WL-0220","Connector, P I Head, Shoulder Type, GO Rev'd PN 202-00052","INSUMOS CT",""
"ACC/WL-0221","Spring, Compression,  PN    203-00049","INSUMOS CT",""
"ACC/WL-0222","W asher, 3mm, Spring, S/S   P N 208-00009","INSUMOS CT",""
"ACC/WL-0223","W asher, 3mm, Shakeproof, S/S   PN 208-00010","INSUMOS CT",""
"ACC/WL-0224","Solder Tag, M2   PN   208-00109","INSUMOS CT",""
"ACC/WL-0225","Nut, Full, M2.5  PN 208-00207","INSUMOS CT",""
"ACC/WL-0226","Screw, Button Hd, Skt, M3 x 8   PN 208-00217","INSUMOS CT",""
"ACC/WL-0227","W asher, 2.5mm, Shakeproof, S/S    PN 208-00226","INSUMOS CT",""
"ACC/WL-0228","Nut, M5, Aerotigh    PN   208-00245","INSUMOS CT",""
"ACC/WL-0229","W asher, 5mm, Plain, A4, S/S      208-00250 PN","INSUMOS CT",""
"ACC/WL-0230","Circlip, 27mm, Internal, S/S   PN   208-00270","INSUMOS CT",""
"ACC/WL-0231","O'Ring Build Set, ILF-E Type  PN  107-94005","INSUMOS CT",""
"ACC/WL-0232","Impeller Spindle   PN  107-00004","INSUMOS CT",""
"ACC/WL-0233","Support Tube, Socket Contact","INSUMOS CT",""
"ACC/WL-0234","Sensor Locator","INSUMOS CT",""
"ACC/WL-0235","Flow Sensor Electronics Assembly","INSUMOS CT",""
"ACC/WL-0236","Flow Electronics PCB","INSUMOS CT",""
"ACC/WL-0237","Flow Electronics PCB2, Assembled","INSUMOS CT",""
"ACC/WL-0238","Insulator, Lower Head, PPL-A Type.","INSUMOS CT",""
"ACC/WL-0239","Connector, Lower Head, GO Rev'd","INSUMOS CT",""
"ACC/WL-0240","Insulator disk","INSUMOS CT",""
"ACC/WL-0241","Connector Assy","INSUMOS CT",""
"ACC/WL-0242","P.I.Head Assy, GO Shoulder Type","INSUMOS CT",""
"ACC/WL-0243","Washer, 3mm, Crinkle, S/S 0.49 11.66","INSUMOS CT",""
"ACC/WL-0244","Grubscrew, Skt Hd, M4 x 4, A4","INSUMOS CT",""
"ACC/WL-0245","Spring Tension Pin, 3mm x 20mm","INSUMOS CT",""
"ACC/WL-0246","Ready Box Kit, ILF-E","INSUMOS CT",""
"ACC/WL-0247","Bearing, 11mm x 5mm x 5mm","INSUMOS CT",""
"ACC/WL-0248","PTFE sleeving 0.71mm bore","INSUMOS CT",""
"ACC/WL-0249","Socket Contact, 01""","INSUMOS CT",""
"ACC/WL-0250","O'Ring Build Set, CFF-A","INSUMOS CT",""
"ACC/WL-0251","Roller bush","INSUMOS CT",""
"ACC/WL-0252","INSULATOR DISK","INSUMOS CT",""
"ACC/WL-0253","Flowmeter/Caliper Memory PCB1, Assy.","INSUMOS CT",""
"ACC/WL-0254","Flow/Calliper Memory PCB2, Assy","INSUMOS CT",""
"ACC/WL-0255","Calliper Sensor Coil Assembly","INSUMOS CT",""
"ACC/WL-0256","Calliper sensor PCB, Assy","INSUMOS CT",""
"ACC/WL-0257","Actuating Bush","INSUMOS CT",""
"ACC/WL-0258","Roller Axle","INSUMOS CT",""
"ACC/WL-0259","Impeller Blade Assembly (Standard Flow)","INSUMOS CT",""
"ACC/WL-0260","Impeller Pivot","INSUMOS CT",""
"ACC/WL-0261","Spacer, Bearing, CFF-A","INSUMOS CT",""
"ACC/WL-0262","Impeller Blade Assembly (Hi-Flow)","INSUMOS CT",""
"ACC/WL-0263","Impeller Blade Assembly (Low-Flow))","INSUMOS CT",""
"ACC/WL-0264","Shaft, CFF","INSUMOS CT",""
"ACC/WL-0265","Magnet Assembly","INSUMOS CT",""
"ACC/WL-0266","Moving Cam","INSUMOS CT",""
"ACC/WL-0267"," Roller, 9/16"" ","INSUMOS CT",""
"ACC/WL-0268","Caliper Cam, Full, Fixed","INSUMOS CT",""
"ACC/WL-0269","Caliper Cam, Guide, in 'X'","INSUMOS CT",""
"ACC/WL-0270","Caliper Cam, Guide, in 'Y'","INSUMOS CT",""
"ACC/WL-0271","Caliper Sensor Rod","INSUMOS CT",""
"ACC/WL-0272","Chassis Tube Retaining Ring","INSUMOS CT",""
"ACC/WL-0273","Chassis Tube Anti-Rotation Collar","INSUMOS CT",""
"ACC/WL-0274","Insulator, T Section, Pressure Isolation Head","INSUMOS CT",""
"ACC/WL-0275","Connector, Stud Incl., P I Head, GO Rev'd","INSUMOS CT",""
"ACC/WL-0276","Compression Spring, CFF, Upper","INSUMOS CT",""
"ACC/WL-0277","Compression Spring, CFF, Lower","INSUMOS CT",""
"ACC/WL-0278","Spring, CFF, Sensor Rod","INSUMOS CT",""
"ACC/WL-0279","Spring, CFF, Blade Actuating","INSUMOS CT",""
"ACC/WL-0280","Spring, Compression","INSUMOS CT",""
"ACC/WL-0281","Washer, 2mm, Spring, S/S","INSUMOS CT",""
"ACC/WL-0282","Spring Tension Pin, 2.5mm x 6mm","INSUMOS CT",""
"ACC/WL-0283"," Spirol Pin, 3/16"" x 7/8"", A2","INSUMOS CT",""
"ACC/WL-0284","Screw, Skt Cap Hd, M3 x 10mm, S/S","INSUMOS CT",""
"ACC/WL-0285","Screw, Skt Cap Hd, M4 x 10mm, S/S","INSUMOS CT",""
"ACC/WL-0286","Screw, Skt Cap Hd, M2 x 10mm, S/S","INSUMOS CT",""
"ACC/WL-0287","Circlip, 12mm, Internal, S/S","INSUMOS CT",""
"ACC/WL-0288","Skt Hd, M3 x 6, S/S","INSUMOS CT",""
"ACC/WL-0289","Grubscrew, Skt Hd, M6 x 6","INSUMOS CT",""
"ACC/WL-0290","Grubscrew, Skt Hd, M3 x 3, A4","INSUMOS CT",""
"ACC/WL-0291","Nut Modified","INSUMOS CT",""
"ACC/WL-0292","Nut, M4, Aerotite","INSUMOS CT",""
